Old Ref ID,Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,Technology Type,Storage Type,Storage Co-location REPD Ref ID,Installed Capacity (MWelec),CHP Enabled,RO Banding (ROC/MWh),FiT Tariff (p/kWh),CfD Capacity (MW),CfD Allocation Round,Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),Mounting Type for Solar,Development Status,Development Status (short),Are they re-applying (New REPD Ref),Are they re-applying (Old REPD Ref) ,Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Offshore Wind Round,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Heat Network Ref
A0042,2678,20/05/2009,Chamberlain,Clares Farm Close,Wind Onshore,,,2.60,,,,,,1.30,2,,,Planning Application Withdrawn,Application Withdrawn,,,"Woolston, Warrington, Cheshire. WA1 4QE",Cheshire,North West,England,,365599,389200,Warrington Borough Council,2009/14106,,,,,,,20/05/2009,,,,,,,,,,,,,
A0056,2680,19/04/2013,,Spicer Hill Wind Farm,Wind Onshore,,,6.90,,,,,,2.30,3,,,Operational,Operational,,,"34 Spicer Hill, Whitley Road, Penistone, Sheffield, South Yorks. S36 7G",South Yorkshire,Yorkshire and Humber,England,,420500,404500,Barnsley Metropolitan Borough Council,2009/0572,,,,,,27/04/2009,,,,,,,01/04/2010,,,,,,15/02/2013,
A0057,2681,15/12/2011,Airtricity Developments,Nether braco Farm,Wind Onshore,,,21.00,,,,,,3.00,7,,,Planning Application Withdrawn,Application Withdrawn,,,"Airdrie Road, Caldercruix, Airdrie, Strathclyde",Strathclyde,Scotland,Scotland,ML6 8NY,284592,667142,North Lanarkshire Council,C/08/00462/FUL,,,,,,31/03/2008,27/10/2011,,,,,,,,,,,,,
A0065,2682,03/07/2009,,Strensham Wind Cluster,Wind Onshore,,,6.00,,,,,,2.00,3,,,Revised,Revised,3824,,"Pershore, ",Hereford and Worcester,West Midlands,England,,387500,241540,Tewkesbury Borough Council,,,,,,,31/10/2008,,06/05/2009,,,,,,,,,,,,
A0066,2683,13/09/2011,,Ford Motor Company Ltd (Extension),Wind Onshore,,,2.00,,,,,,2.00,1,,,Operational,Operational,,,"Thames Avenue, Dagenham. RM9 6SA",London,London,England,,549268,183277,Barking and Dagenham London Borough Council,U0009.09,,,,,,02/04/2009,,,,,,,16/07/2009,,,,,01/01/2010,12/08/2011,
A0073,2684,06/12/2011,A7 Energy,Dusty Drum ,Wind Onshore,,,6.00,,,,,,2.00,3,,,Planning Permission Refused,Application Refused,,4035,"Carmyllie, Arbroath, ",Tayside,Scotland,Scotland,DD11 2QS,355120,742154,Angus Council,09/00494/FUL,,,,,,18/05/2009,,01/12/2009,,,,,,,,,,,,
A0081,2685,09/06/2010,Skelmonae Windfarm Ltd,Cloffrickford,Wind Onshore,,,9.20,,,,,,2.30,4,,,Planning Application Withdrawn,Application Withdrawn,,,"Auchnagatt (Denmore), Ellon, Grampian. AB41 8YD",Grampian,Scotland,Scotland,,391476,839598,Aberdeenshire Council,APP/2009/1278,,,,,,,09/06/2010,,,,,,,,,,,,,
A0082,2686,05/04/2012,,Breaker Hill,Wind Onshore,,,19.50,,,,,,1.30,15,,,Revised,Revised,4102,,The site is located 8km South of Girvan between Pinwherry and Colmonell,Strathclyde,Scotland,Scotland,,218030,587200,South Ayrshire Council,09/00979/APP,,,,,,04/09/2009,,15/03/2012,,,,,,,,,,,,
A0083,2687,20/12/2011,FMC Technologies,FMC Technologies,Wind Onshore,,,1.50,,,,,,0.75,2,,,Operational,Operational,,,"Pitreavie Crescent, Pitreavie Business Park, Dunfermline, KY11 8UT",Fife,Scotland,Scotland,,310010,685787,Fife Council,09/00301/WFULL,,,,,,12/02/2009,,,,,,,22/12/2009,,,,,01/04/2011,07/12/2011,
A0084,2688,23/02/2012,,Grise,Wind Onshore,,,27.00,,,,,,3.00,9,,,Appeal Refused,Application Refused,,,"Skelton, Cumbria, CA11",Cumbria,North West,England,,349366,530215,Eden District Council,06/0075,APP/H0928/A/09/2093576/NWF,,,,,01/01/2006,,06/01/2009,,,15/03/2010,,,,,,,,,
A0107,2689,15/05/2011,,Chase Farm,Wind Onshore,,,18.40,,,,,,2.30,8,,,Appeal Refused,Application Refused,,,"Bardney Road, Baumber, Horncastle, Lincs",Lincolnshire,East Midlands,England,LN9 5NE,521562,373717,East Lindsey District Council,S/011/01270/09,APP/D2510/A/10/2121089,,,,,17/07/2009,,16/12/2010,,,16/12/2010,,,,,,,,,
A0125,2690,25/01/2010,Grange Wind Farm Ltd,Flixborough Grange Farmhouse,Wind Onshore,,,14.00,,,,,,2.00,7,,,Revised,Revised,4069,,"Flixborough, Scunthorpe, ",Humberside,Yorkshire and Humber,England,,487532,412203,North Lincolnshire Council,WF/2009/0573,,,,,,11/05/2009,,29/01/2010,,,,,,,,,,,,
A0128,2691,09/06/2010,Boyndie Wind Farm,Boyndie Airfield Extension,Wind Onshore,,,2.30,,,,,,2.30,1,,,Operational,Operational,,,"Boyndie, Banff, Grampian",Grampian,Scotland,Scotland,AB45 2LR,361206,863606,Aberdeenshire Council,APP/2008/2761,,,,,,05/08/2008,,16/05/2016,,,,,14/08/2009,,,,,,04/01/2010,
A0133,2692,06/12/2010,West Coast Energy,Pressendye,Wind Onshore,,,16.10,,,,,,2.30,7,,,Appeal Refused,Application Refused,,,"Cushnie, Alford, Grampian. AB33 8AE",Grampian,Scotland,Scotland,,357661,816269,Aberdeenshire Council,APP/2008/0237,PPA-110-2014,,,,,05/02/2008,,12/07/2016,,,12/11/2010,,,,,,,,,
A0139,2693,13/09/2011,Oosterhof & Co,Hill of Corskie,Wind Onshore,,,8.00,,,,,,2.00,4,,,Revised,Revised,3320,,"Gartly, Huntly, ",Grampian,Scotland,Scotland,,348723,833198,Aberdeenshire Council,APP/2008/2833,P/PPA-110/2030,,,,,29/08/2008,,29/09/2011,,,17/05/2010,,,,,,,,,
A0150,2694,29/11/2011,M H Leyland Ltd,Blue Gates Farm,Wind Onshore,,,1.50,,,,,,1.50,1,,,Operational,Operational,,,"Colchester Main Road, Alresford, Colchester",Essex,Eastern,England,CO7 8DE,606950,222545,Tendring District Council,09/00508/FUL,,,,,,05/06/2009,,02/02/2017,,,,,11/09/2009,,,,,,01/03/2010,
A0152,2695,21/02/2017,Ecotricity / Next Generation,Celcon Blocks Ltd,Wind Onshore,,,2.00,,,,,,2.00,1,,,Operational,Operational,,,"Heck and Pollington Lane, Pollington, Goole, Humbs",Humberside,Yorkshire and Humber,England,DN14 0BA,460597,420445,East Riding of Yorkshire Council,09/02681/STPLF,12/00045/REFUSE,,,,,04/08/2009,,27/04/2018,18/05/2012,,,17/10/2012,17/10/2012,,,,,15/04/2015,15/04/2016,
A0170,2696,23/06/2011,Private Developer,Hillcrest Farm,Wind Onshore,,,1.70,,,,,,0.85,2,,,Planning Application Withdrawn,Application Withdrawn,,,"Balephetrish, Tiree, Scarinish, Strathclyde. PA77 6UY",Strathclyde,Scotland,Scotland,,101097,746972,Argyll and Bute Council,09/01037/DET,,,,,,06/07/2009,21/06/2011,26/10/2012,,,,,,,,,,,,
A0171,2697,28/10/2010,Hammers Hill Energy Ltd,Hammar's Hill,Wind Onshore,,,4.30,,,,,,0.90,5,,,Operational,Operational,,,"Evie, Orkney",Orkney Islands,Scotland,Scotland,,338644,1023698,Orkney Islands Council,08/138/PPF,,,,,,11/03/2008,,11/04/2013,,,,,06/01/2009,,,,,01/09/2009,20/09/2010,
A0175,2698,31/03/2011,Nanclach Ltd,Tomatin,Wind Onshore,,,25.50,,,,,,1.50,17,,,Planning Permission Refused,Application Refused,,,"Inverness, Highlands, IV33",Highland,Scotland,Scotland,,278423,829823,Highland Council,09/00439/FUL,,,,,,24/06/2009,,29/08/2013,,,,,,,,,,,,
A0177,2699,08/10/2013,ABO Wind UK,Easter Muirhead Farm,Wind Onshore,,,15.00,,,,,,3.00,5,,,Planning Permission Refused,Application Refused,,,"North of Saline, Dunfermline, Fife",Fife,Scotland,Scotland,KY12 9UG,298665,694024,Fife Council,09/01359/WEIA,,,,,,12/06/2009,,19/10/2018,,,,,,,,,,,,
A0178,2700,08/03/2012,Scotfarms Ltd,Woodlands Farm - Elion,Wind Onshore,,,2.30,,,,,,2.30,1,,,Appeal Refused,Application Refused,,,"Udny, Ellon, Grampian",Grampian,Scotland,Scotland,AB41 6SP,387836,823758,Aberdeenshire Council,APP/2008/4051,P/PPA/110/2038,,,,,04/12/2008,,29/06/2015,,,25/06/2010,,,,,,,,,
A0179,2701,09/06/2010,Private Developer,Mains of Cairnbrogie,Wind Onshore,,,9.20,,,,,,2.30,4,,,Appeal Refused,Application Refused,,,"Oldmeldrum, Inverurie, Grampian",Grampian,Scotland,Scotland,AB51 0BR,385047,828018,Aberdeenshire Council,APP/2008/4093,P/PPA/110/2018,,,,,03/12/2008,,23/06/2017,,,27/11/2009,,,,,,,,,
A0179a,2702,06/12/2010,Private Developer,Mains of Cairnbrogie 2,Wind Onshore,,,6.90,,,,,,2.30,3,,,Revised,Revised,2783,,"Oldmeldrum, Inverurie, ",Grampian,Scotland,Scotland,AB51 0BR,385355,829356,Aberdeenshire Council,APP/2010/0305,PPA-110-2018,,,,,05/02/2010,,20/01/2017,,,19/02/2010,,,,,,,,,
A0188,2703,09/06/2010,Airtricity Developments,Mile Hill,Wind Onshore,,,13.80,,,,,,2.30,6,,,Planning Application Withdrawn,Application Withdrawn,,,"Kingoldrum, Kirriemuir, Tayside, Angus. DD8 5HX",Tayside,Scotland,Scotland,,336170,753405,Angus Council,08/00426/F,,,,,,,09/06/2010,19/10/2016,,,,,,,,,,,,
A0189,2704,26/04/2012,FMC Corp UK Ltd,"F M C Land, Pitreavie Business Park",Wind Onshore,,,1.50,,,,,,1.50,1,,,Operational,Operational,,,"Queensferry Road, Pitreavie Crescent, Dunfermline, Fife. KY11 8UD",Fife,Scotland,Scotland,,310145,685510,Fife Council,09/00301/WFUL,,,,,,13/02/2009,,24/05/2019,,,,,22/12/2009,,,,,,31/10/2011,
A0191,2705,06/08/2010,Derbyshire wind Energy,Rushley Lodge Farm,Wind Onshore,,,12.50,,,,,,2.50,5,,,Appeal Refused,Application Refused,,,"off Wirestone Lane, Middle Moor, Matlock, Derbyshire. DE4 5LZ",Derbyshire,East Midlands,England,,431631,361642,Derbyshire Dales District Council,09/00060/FUL,,,,,,26/01/2009,,09/07/2015,,,22/04/2010,,,,,,,,,
A0196,2706,29/06/2015,Partnerships for Renewables,Haverigg Prison,Wind Onshore,,,10.00,,,,,,2.00,5,121.00,,Revised,Revised,5077,,"Haverigg Prison, ",Cumbria,North West,England,LA18 5LU,313864,484173,Copeland Borough Council,4/12/2251/0F1,,,,,,09/05/2012,,21/12/2018,,,,,,,,,,,,
A0197,2707,05/09/2012,RWE npower,Raera Forest,Wind Onshore,,,48.00,,,,,,3.00,16,,,Planning Permission Refused,Application Refused,,,"Lochigilphead Road, Oban",Strathclyde,Scotland,Scotland,,184857,689479,Argyll and Bute Council,,,,,,,17/12/2009,,26/11/2015,,,,,,,,,,,,
A0205,2708,09/06/2010,Green Cat Renewables,Strath of Brydock - Extension,Wind Onshore,,,2.30,,,,,,1.30,1,,,Operational,Operational,,,"Strath of Brydock, Alvah, Banff",Grampian,Scotland,Scotland,,365391,859727,Aberdeenshire Council,APP/2008/2404,,,,,,15/11/2008,,19/07/2016,,,,,16/10/2009,,,,,,01/12/2009,
A0228,2710,15/08/2012,TCI Renewables,Pigeon Top,Wind Onshore,,,20.70,,,,,,2.30,9,,,Revised,Revised,4650,,"Dooish, Drumquin, Omagh",Co. Tyrone,Northern Ireland,Northern Ireland,,48085,535005,Northern Ireland Planning Service,K/2009/0081,,,,,,10/01/2009,,12/01/2015,,,,13/12/2010,13/12/2010,,,,,,,
A0237,2711,02/10/2018,Scottish Power Renewables,Hare Hill (East Ayrshire),Wind Onshore,,,13.20,,,,,,0.66,20,,,Operational,Operational,,,"New Cumnock, East Ayreshire",Strathclyde,Scotland,Scotland,,265320,609703,East Ayrshire Council,,,,,,,10/02/1996,,24/05/2019,,,,,12/10/1998,,,,,,01/11/2000,
A0243,2712,07/02/2011,Peel Energy,Former Broughton Lodge Resubmission,Wind Onshore,,,9.00,,,,,,3.00,3,,,Planning Permission Refused,Application Refused,,,"Great Broughton, Cockermouth, Cumbria. CA13 0LD",Cumbria,North West,England,,308954,531519,Allerdale Borough Council,2/2009/0880,,,,,,21/12/2009,,,,,,,,,,,,,,
A0261,2713,05/08/2019,Npower Renewables,Kirkby Moor,Wind Onshore,,,4.80,,,,,,0.40,12,,,Operational,Operational,,,"approximately 4km from Ulverston, within a Site of Special Scientific Interest",Cumbria,North West,England,,326111,485242,South Lakeland District Council,Unknown,,,,,,,,13/06/2017,,,,,,,,,,,01/01/1993,
A0298,2714,02/11/2010,Cumbria Wind Farms,Neslam Wind Farm,Wind Onshore,,,12.00,,,,,,2.00,6,,,Planning Application Withdrawn,Application Withdrawn,,,"Sempringham Fen, Sleaford",Lincolnshire,East Midlands,England,NG34 0NH,515447,332967,South Kesteven District Council,S09/0296,,,,,,03/02/2009,16/09/2009,,,,,,,,,,,,,
A0299,2715,24/03/2010,,Bambers II,Wind Onshore,,,4.60,,,,,,0.76,6,,,Operational,Operational,,,"Mile Lane, Mablethorpe, Lincolnshire",Lincolnshire,East Midlands,England,,549195,382820,East Lindsey District Council,N/187/01107/05,,,,,,04/05/2005,,,,,,,08/09/2005,,,,,,01/11/2006,
A0302,2716,08/10/2013,Scottish Power Renewables,Callagheen Ext,Wind Onshore,,,13.80,,,,,,2.30,6,,,Planning Application Withdrawn,Application Withdrawn,,,Killy Beg and Killy More Townlands (to the south side of public road from existing Callagheen wind farm),Co. Fermanagh,Northern Ireland,Northern Ireland,,8654,521115,Northern Ireland Planning Service,L/2007/1772/F,,,,,,15/12/2007,01/04/2010,,,,,,,,,,,,,
A0306,2717,29/03/2011,Ted Walsh & Associates ,Farkland,Wind Onshore,,,51.00,,,,,,3.00,17,,,Planning Application Withdrawn,Application Withdrawn,,,"on the south western slopes of Altahullion Hill, 8km from Claudy and south east of Dungiven.",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,77172,572135,Northern Ireland Planning Service,B/2007/0562/F,,,,,,12/12/2007,11/11/2010,,,,,,,,,,,,,
A0310,2718,04/04/2011,Lisnamuck Wind Farm Limited,Lisnamuck Wind Farm,Wind Onshore,,,6.00,,,,,,2.00,3,,,Planning Application Withdrawn,Application Withdrawn,,,"Land approximately 750m south of 13B Lisnamuck Road, Blackhill, Coleraine",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,102741,581858,Northern Ireland Planning Service,C/2008/0163/F,,,,,,21/02/2008,01/10/2010,,,,,,,,,,,,,
A0312,2719,04/04/2011,Gaelectric Developments,Cappagh,Wind Onshore,,,9.00,,,,,,3.00,3,,,Planning Application Withdrawn,Application Withdrawn,,,"Cappagh Road, 5km South of Pomeroy and 13km North West of Dungannon, Co. Tyrone, BT70 2PD",Co. Tyrone,Northern Ireland,Northern Ireland,,81507,527745,Northern Ireland Planning Service,M/2008/0476/F,,,,,,14/04/2008,07/12/2010,,,,,,,,,,,,,
A0315,2720,16/04/2012,Bell Architects Ltd,Slieve Croob,Wind Onshore,,,2.30,,,,,,2.30,1,,,Planning Permission Refused,Application Refused,,,"Land approx 300m SW of Existing BT Tower, Slieve Croob, Dromara, Dromore.",Co. Down,Northern Ireland,Northern Ireland,,136636,505059,Northern Ireland Planning Service,Q/2007/0914/F,,,,,,27/12/2007,,13/02/2012,,,,,,,,,,,,
A0317,2721,29/07/2010,Northern Ireland Renewables,Corkey Wind Farm Extension,Wind Onshore,,,2.30,,,,,,2.30,1,,,Revised,Revised,3852,,"583m North of 42 Reservoir Road, Corkey",Co. Antrim,Northern Ireland,Northern Ireland,,126055,580730,Northern Ireland Planning Service,D/2008/0404/F,,,,,,,29/07/2010,,,,,,,,,,,,,
A0326,2722,23/06/2011,Alan Twatt (Potatoes) Ltd,Cairncake,Wind Onshore,,,4.60,,,,,,2.30,2,,,Planning Permission Refused,Application Refused,,,"Cuminestown, Turriff, Aberdeenshire. AB53 5YR",Grampian,Scotland,Scotland,,377451,821875,Aberdeenshire Council,APP/2010/0755,,,,,,15/03/2010,,09/06/2011,,,,,,,,,,,,
A0346,2723,05/05/2011,West Coast Energy Ltd/Falck Renewables,Millennium Extension II,Wind Onshore,,,15.00,,,,,,2.50,6,,,Operational,Operational,,,"Millennium Windfarm, on The Achlain and Invergarry amd Aberchalder Estates, Glengarry Invergarry, Inverness-Shire, (nr Glen Moriston, Fort Augustus)",Highland,Scotland,Scotland,,225679,810840,Scottish Government (S36),,,,,,,06/01/2009,,,,,,,10/08/2009,,,,,01/04/2010,01/04/2011,
A0347,2724,06/08/2010,Private Developer,Cairnmore Farm,Wind Onshore,,,2.60,,,,,,0.85,3,,,Operational,Operational,,, 3km south-east of Rhynie in Aberdeenshire,Grampian,Scotland,Scotland,,351086,825261,Aberdeenshire Council,APP/2008/1486,,,,,,18/04/2008,,,,,,,27/10/2009,,,,,01/04/2010,10/07/2010,
A0351,2725,14/08/2012,Scottish and Southern Energy (SSE),Harrow's Law ,Wind Onshore,,,39.00,,,,,,2.30,17,,,Appeal Refused,Application Refused,,3583,Harrows Law Dunsyre,Strathclyde,Scotland,Scotland,,304200,653700,South Lanarkshire Council,CL/10/0095,,,,,,05/03/2010,,27/06/2011,,,23/05/2012,,,,,,,,,
A0386,2729,19/08/2011,Prowind,Hogs Hill,Wind Onshore,,,8.00,,,,,,2.00,4,,,Revised,Revised,3874,,South of the village of Haunton,Staffordshire,West Midlands,England,,422363,309765,Lichfield District Council,10/00750/FULMEI,,,,,,28/06/2010,14/03/2011,,,,,,,,,,,,,
A0455,2737,13/09/2011,,Weston Hills,Wind Onshore,,,6.00,,,,,,2.00,3,,,Planning Permission Refused,Application Refused,,,"Weston Park Farms,  Darnalls Hall, Weston, Hitchin, Herts",Hertfordshire,Eastern,England,SG4 7AL,526179,230831,North Hertfordshire District Council,08/00047/1,,,,,,04/09/2008,,23/04/2009,,,,,,,,,,,,
A0492,2739,14/06/2011,Noble Foods,Lodge Farm (Lincolnshire),Wind Onshore,,,3.90,,,,,,1.30,3,,,Planning Application Withdrawn,Application Withdrawn,,,"Sleaford Rd, Beckingham, Lincoln, Lincolnshire LN5 0RB",Lincolnshire,East Midlands,England,,489572,353607,North Kesteven District Council,11/0238/FUL,,,,,,03/03/2011,03/06/2011,,,,,,,,,,,,,
A0501,2740,02/12/2011,Renewable Energy Systems (RES),Rayburn Lake Wind Farm,Wind Onshore,,,18.00,,,,,,2.00,9,,,Planning Application Withdrawn,Application Withdrawn,,,North East Of Park Head Farm Netherwitton Morpeth Northumberland,Northumberland,North East,England,,410905,592927,Northumberland County Council,C/09/00154/RENEIA,,,,,,27/08/2009,01/11/2011,,,,,,,,,,,,,
A0538,2741,22/03/2013,Greenspan Electric St Fergus Ltd,St Fergus Moss Wind Farm,Wind Onshore,,,6.00,,,,,,2.00,3,,,Operational,Operational,,,"Land at St Fergus Moss, St Fergus, Peterhead",Grampian,Scotland,Scotland,,405416,853549,Aberdeenshire Council,APP/2010/2118,,,,,,28/06/2010,,,,,,,23/02/2012,,,,,31/03/2012,18/12/2012,
AA005,2742,07/06/2011,Scotrenewables (Scotland) Ltd,"West Hill, Flotta",Wind Onshore,,,2.00,,,,,,2.00,1,,,Operational,Operational,,,"West Hill, Flotta, Orkney",Orkney Islands,Scotland,Scotland,,335252,993820,Orkney Islands Council,04/224/PPF,,,,,,26/04/2004,,,,,,,18/12/2007,,,,,,01/07/2010,
AA010,2744,28/02/2011,Novera Energy,Todd Hill Wind Farm,Wind Onshore,,,10.00,,,,,,2.50,4,,,Planning Permission Refused,Application Refused,,,"Agricultural land north of Pigden and east of Stanton, 6km northwest of Morpeth",Northumberland,North East,England,,415500,589000,Northumberland County Council,09/00083/CCMEIA,,,,,,01/12/2008,,01/06/2010,,,,,,,,,,,,
AA015,2747,02/12/2011,Yorkshire Water,Chelker Reservoir (Retention of Turbines),Wind Onshore,,,1.20,,,,,,0.30,4,,,Operational,Operational,,,"Land adjacent to Chelker Reservoir, nr Skipton",North Yorkshire,Yorkshire and Humber,England,,405730,451820,Craven District Council,24/2001/0997,,,,,,24/01/2001,,,,,,,30/05/2001,,,,,,01/05/2004,
AA025,2748,18/06/2010,Stamford Renewables,Granary farm,Wind Onshore,,,9.00,,,,,,3.00,3,,,Revised,Revised,3393,,"Church Road, Ringsfield, Beccles, ",Suffolk,Eastern,England,,640725,288329,Waveney District Council,DC/10/0088/FUL,,,,,,,18/06/2010,,,,,,,,,,,,,
AA026,2749,18/06/2010,Stamford Renewables,Laurels Farm,Wind Onshore,,,9.00,,,,,,3.00,3,,,Revised,Revised,3730,,"Bungay Road, Barsham, ",Suffolk,Eastern,England,,638664,289263,Waveney District Council,DC/10/0091/FUL,,,,,,,18/06/2010,,,,,,,,,,,,,
AA027,2750,18/06/2010,SRL,Devonshire Farm,Wind Onshore,,,9.00,,,,,,3.00,3,,,Revised,Revised,3394,,"Ringsfield, Beccles, ",Suffolk,Eastern,England,,641328,288986,Waveney District Council,DC/10/0048/FUL,,,,,,,18/06/2010,,,,,,,,,,,,,
AA028,2751,20/04/2010,Private Developer,Valley view farm,Wind Onshore,,,1.30,,,,,,1.30,1,,,Planning Permission Refused,Application Refused,,,"Red Lodge Road, Tilton On The Hill, Leicestershire, LE7 9LJ",Leicestershire,East Midlands,England,,474409,305978,Harborough District Council,10/00020/FUL,,,,,,04/01/2010,,14/04/2010,,,,,,,,,,,,
AA035,2753,04/05/2012,Severn Trent Water,Stoke Bardolph Farm,Wind Onshore,,,3.40,,,,,,1.70,2,,,Planning Permission Refused,Application Refused,,,"Stoke Bardolph Farm, Nottinghamshire",Nottinghamshire,East Midlands,England,,464294,342475,Gedling Borough Council,2010/0289,,,,,,01/04/2010,,04/04/2012,,,,,,,,,,,,
AA037,2755,28/02/2011,Private Developer,Queniborough wind farm,Wind Onshore,,,9.20,,,,,,2.30,4,,,Planning Permission Refused,Application Refused,,,"off Ridgemere Lane, Queniborough, Leicester",Leicestershire,East Midlands,England,,464708,311376,Charnwood Borough Council,P/09/2464/2,,,,,,22/02/2010,,04/02/2011,,,,,,,,,,,,
AA059,2757,19/04/2013,,Whitelee Windfarm Extension phase 2,Wind Onshore,,,109.00,,,,,,3.00,39,,,Operational,Operational,,,north of the Irvine Valley on Eaglesham Moor,Strathclyde,Scotland,Scotland,,254220,640867,Scottish Government (S36),WHX/02/040/0162,,,,,,29/05/2009,,,,,,,12/12/2009,,,,,01/12/2010,15/01/2013,
AA061,2758,01/06/2010,Private Developer,Hill of Balquhindachy extension,Wind Onshore,,,1.70,,,,,,0.85,2,,,Operational,Operational,,,"Methlick, Ellon",Grampian,Scotland,Scotland,AB41 7BY,385642,842482,Aberdeenshire Council,APP/2007/1191,,,,,,20/03/2007,,,,,,,09/09/2008,,,,,,09/07/2010,
AA098,2759,30/01/2012,Wind Prospect,Stoneyard Lane Wind Farm,Wind Onshore,,,10.00,,,,,,2.50,4,,,Appeal Refused,Application Refused,,,"near Oldbury on Severn, South Gloucestershire,",Avon,South West,England,,363525,194472,South Gloucestershire Council,,,,,,,10/09/2010,,18/03/2011,,,24/01/2012,,,,,,,,,
AA102,2760,07/12/2012,East Fife Wind Energy,Devon Wood,Wind Onshore,,,12.50,,,,,,2.50,5,,,Appeal Refused,Application Refused,,,"between Kennoway and Kingskettle, Fife",Fife,Scotland,Scotland,,335385,705734,Fife Council,10/02183/EIA,12/00056/REF,,,,,29/06/2010,,18/04/2012,,,22/11/2012,,,,,,,,,
AA111,2761,24/11/2015,Scottish Power Renewables,East Kingswell,Wind Onshore,,,26.00,,,,,,3.70,7,,,Planning Permission Refused,Application Refused,,,"Eaglesham Moor, East Ayrshire",Strathclyde,Scotland,Scotland,,251895,645950,East Ayrshire Council,10/0485/PP,,,,,,25/05/2010,,01/12/2010,,,,,,,,,,,,
AA112,2762,26/11/2012,EDF Energy,Withy Farm,Wind Onshore,,,10.00,,,,,,2.00,5,,,Revised,Revised,4433,,"s/oHuntspill River, Puriton, Bridgwater, ",Somerset,South West,England,,333071,143838,Sedgemoor District Council,54/11/00004,,,,,,09/03/2011,,24/04/2012,,,,,,,,,,,,
AA126,2763,25/01/2012,Private Developer,South Cassingray,Wind Onshore,,,4.60,,,,,,2.30,2,,,Appeal Refused,Application Refused,,,Farm Cadgers Road Largoward Leven Fife KY9 1JD,Fife,Scotland,Scotland,,348377,707425,Fife Council,10/02616/FULL,11/00018/8WEEK,,,,,20/07/2010,,21/12/2011,,,18/07/2011,,,,,,,,,
AA128,2764,05/01/2011,Sea & Land Power and Energy Ltd,Hemsby Wind Farm,Wind Onshore,,,10.00,,,,,,2.50,4,,,Planning Permission Refused,Application Refused,,3035,between the villages of Hemsby and Ormesby St Margaret ,Norfolk,Eastern,England,,648799,316278,Great Yarmouth Borough Council,06/09/0592/F,40351,,,,,08/09/2009,,23/12/2009,,,,,,,,,,,,
AA170,2765,27/01/2012,Lomond Energy,Spurlens Rig Wind Cluster,Wind Onshore,,,12.00,,,,,,2.00,6,,,Planning Permission Refused,Application Refused,,,"near Leadburn, Scottish Borders",Borders,Scotland,Scotland,,324748,654014,Scottish Borders Council,10/01669/FUL,,,,,,07/12/2010,,30/11/2011,,,,,,,,,,,,
AA174,2766,13/09/2011,Private Developer,Grove Farm (wind),Wind Onshore,,,6.80,,,,,,3.40,2,,,Planning Permission Refused,Application Refused,,,"Ingham, Brumstead, Norfolk",Norfolk,Eastern,England,,637988,326797,North Norfolk District Council,PF/09/1060,,,,,,27/10/2009,,25/11/2010,,,,,,,,,,,,
