,user_screen_name,username,timestamp,text,sentiment,embedded_text,emojis,comments,likes,retweets,image_link,tweet_url
2413,Maz Jovanovich,@maz_jovanovich,2022-03-12T23:37:27.000Z,"Maz Jovanovich
@maz_jovanovich
·
Mar 13",1,this author would undeniably call me “woke” i do everything i can to build diverse inclusive teams i actively work to dismantle patriarchal control i know that climate change is an existential threat and guess what ive taken up arms as a profession ,,7,5,167,,https://twitter.com/maz_jovanovich/status/1502790906646130691
8926,Barron Dennison Miller,@BarronDennison1,2022-07-18T22:43:05.000Z,"Barron Dennison Miller
@BarronDennison1
·
Jul 19",1,dear followers i keep trying to quit twitter but i cant since i need to keep warning you all about how you climate change deniers will end up drying up if you dont end up watering up barron dennison miller  ,,4,0,7,,https://twitter.com/BarronDennison1/status/1549162871808004096
5293,Safe Climate Campaign,@safe_climate,2022-05-15T23:59:35.000Z,"Safe Climate Campaign
@safe_climate
·
May 16",1,more new mexico acres burned this year than all of last year…rising temperatures from human caused  change are increasing the risk of wildfires by more rapidly drying out vegetation and making it more flammable washingtonpost com dangerous fire weather conditions again targeting southwest and plains the elevated fire risk comes after a swarm of blazes last week new mexico has seen more acres burn this year than all of last year ,,0,2,4,['https://pbs.twimg.com/card_img/1548213127430320128/X0AmjzPa?format=jpg&name=small'],https://twitter.com/safe_climate/status/1525989300223070208
8402,Robert Maxwell,@RobMax4,2022-07-14T11:04:16.000Z,"Robert Maxwell
@RobMax4
·
Jul 14",1,forests are becoming less resilient because of climate change newscientist com forests are becoming less resilient because of climate change | new scientist an analysis of two decades of satellite data shows that forests in arid tropical and temperate regions are becoming less able to bounce back after events such as drought and logging  ,,0,1,2,['https://pbs.twimg.com/card_img/1549791824017072131/rknP1NC7?format=jpg&name=small'],https://twitter.com/RobMax4/status/1547537458560208896
2357,thomas john k samson reinhart,@SteadyRiot,2022-03-11T23:33:09.000Z,"thomas john k samson reinhart
@SteadyRiot
·
Mar 12",0,the climate change denying weatherman is at it again   ,,7,2,30,,https://twitter.com/SteadyRiot/status/1502427435656167427
3649,Clinton Center,@ClintonCenter,2022-04-08T21:52:48.000Z,"Clinton Center
@ClintonCenter
·
Apr 8",1,new    alert a new cool globe was installed in front of the clinton center today local artist    was inspired by girls and women around the world who organize advocate and encourage us all to take action against the harmful impacts of climate change ,,0,12,33,['https://pbs.twimg.com/ext_tw_video_thumb/1512547619024875522/pu/img/dYHc-XwKg3TDllz_.jpg'],https://twitter.com/ClintonCenter/status/1512549045042135043
5489,Sojourners,@Sojourners,2022-05-20T22:30:00.000Z,"Sojourners
@Sojourners
·
May 21",1,"""a consistent ethic of life requires that we care about everything that harms and threatens peoples lives and dignity from poverty and a lack of health care to climate change and gun violence and more "" sojo net as a christian i want to reduce abortion not overturn roe it shouldnt be controversial to say “i dont want to criminalize abortion” and “i want to ensure there are fewer unwanted pregnancies ” but it is ",,0,6,15,['https://pbs.twimg.com/card_img/1547728837156356098/VQ82hy0M?format=png&name=small'],https://twitter.com/Sojourners/status/1527778696123166720
1213,New Mexico Environment Department,@NMEnvDep,2022-02-14T23:40:01.000Z,"New Mexico Environment Department
@NMEnvDep
·
Feb 15",1,underfunding the climate change bureau by  m will prevent the implementation of programs policies and staffing outside of the clean fuel standard act call your  legislators and request a fully funded nmed to protect against    ,,0,7,9,['https://pbs.twimg.com/media/FLmDni_XEAAdkST?format=jpg&name=small'],https://twitter.com/NMEnvDep/status/1493369470194266112
5177,Margot Saville,@MargotSaville,2022-05-13T21:42:51.000Z,"Margot Saville
@MargotSaville
·
May 13",2,if they vote the same as barnaby joyce on climate change theyre not progressive the following media includes potentially sensitive content change settings view   ,,3,10,24,,https://twitter.com/MargotSaville/status/1525230116602716160
8334,GENET GERMAKIAL,@germakial,2022-07-14T22:04:57.000Z,"GENET GERMAKIAL
@germakial
·
Jul 15",1,tigray the cradle of civilization  home for the hard working people who were fighting to combat desertification are dying from hunger due to war ,❤ 💛,0,11,5,,https://twitter.com/germakial/status/1547703724239294466
8991,Veena Aggarwal,@veena1992,2022-07-18T10:24:44.000Z,"Veena Aggarwal
@veena1992
·
Jul 18",1,the climate crisis is a health crisis as we are seeing with the immense threat to life this heatwave is bringing we all need to act and make changes in our personal lives hold our workplaces to account on their sustainability credentials and speak up politically for action ,,0,13,51,,https://twitter.com/veena1992/status/1548977061355741185
2410,APTN News,@APTNNews,2022-03-12T21:00:00.000Z,"APTN News
@APTNNews
·
Mar 12",1,there is a saying in the kaska language “dene kéh didī nī́ʼ sū́géhʼīn mā” — “woman taking care of the land ”  in canada indigenous women are leading the charge to preserve biodiversity and fight climate change by heading up new conservation initiatives aptnnews ca indigenous women are blazing a conservation trail to preserve biodiversity in canada indigenous women are leading the charge to preserve biodiversity and fight climate change with new conservation initiatives ,,1,27,84,['https://pbs.twimg.com/card_img/1548813459701510144/Mu59I0BS?format=jpg&name=small'],https://twitter.com/APTNNews/status/1502751285912563712
757,David Ritter,@David_Ritter,2022-02-03T21:42:49.000Z,"David Ritter
@David_Ritter
·
Feb 3",1,the  billion of supposed reef protection funding announced last week by scott morrison features no management of the reefs greatest threat as identified by the government itself  climate change  great barrier reef doomed despite b funding package html soc_src=social sh soc_trk=tw tsrc=twtr…   ,,1,5,12,,https://twitter.com/David_Ritter/status/1489353706743025666
8381,Prof. Peter Doherty,@ProfPCDoherty,2022-07-14T22:17:16.000Z,"Prof. Peter Doherty
@ProfPCDoherty
·
Jul 15",1,agreed % on that we have the massive challenge of climate change we cant bomb it or shoot it and we cant sign a peace treaty with it all our efforts need to be directed at ensuring  a sustainable human future and the future of complex life on earth quote tweet _mzg_   · jul  replying to  professor i understand the context of your point but shouldnt we always start with we are against any war ,,6,23,78,,https://twitter.com/ProfPCDoherty/status/1547706825684176896
5222,Maralyn Parker,@MaralynParker,2022-05-14T23:36:59.000Z,"Maralyn Parker
@MaralynParker
·
May 15",1,it would be a great relief to finally get a proper plan for our nation to tackle climate change        ,,2,5,23,,https://twitter.com/MaralynParker/status/1525621225380122624
5536,Antsy Negs,@AntsyNegs,2022-05-21T23:37:52.000Z,"Antsy Negs
@AntsyNegs
·
May 22",1,replying to    and   im a sandgroper wa has swung hard to labor the greens  chaney (teal) precisely because it has been a climate change election here we just came through the hottest summer on record by a long long way voters arent stupid and the libs are shite the brand is in the toilet ,,7,17,116,,https://twitter.com/AntsyNegs/status/1528158163308249089
3876,Margaret Morgan,@Monocotyledon,2022-04-13T23:11:13.000Z,"Margaret Morgan
@Monocotyledon
·
Apr 14",1,"  ""at least  killed in catastrophic flooding in durban south africas president calls it a climate change disaster"" abc net au this disaster is part of climate changeat least  killed in catastrophic flooding in south flooding in south africas durban area kills at least  people in a ""catastrophe of enormous proportions "" president cyril ramaphosa says ",✒ 📚 🎬,2,27,39,['https://pbs.twimg.com/card_img/1547635092687691776/VNHo7xuw?format=jpg&name=small'],https://twitter.com/Monocotyledon/status/1514380718612234242
6459,IntentionalGlitch,@intended_edit,2022-06-11T22:08:26.000Z,"IntentionalGlitch
@intended_edit
·
Jun 12",0,some topics on twitter jan  covid vaccines dirty jokes inflation gas prices monkey pox  ukraine  climate change  can we talk about something new ,,20,3,28,,https://twitter.com/intended_edit/status/1535745801070301193
869,Thomas Martin,@ThomasforBC,2022-02-06T21:42:56.000Z,"Thomas Martin
@ThomasforBC
·
Feb 6",1,⁰ c at the x country trails today gorgeous spring sunshine but its m elevation and february th my thoughts were implications for the  wildfire season my wifes were about climate change i guess this what our future holds    ,🤷,6,3,26,,https://twitter.com/ThomasforBC/status/1490440900547268608
6143,M@ximus,M@ximus,2022-06-04T21:55:32.000Z,"M@ximus
@LesMiserabley
·
Jun 4",0,without wars pandemics and climate change our governments would be exposed as completely irrelevant ,🌐,5,35,142,,https://twitter.com/LesMiserabley/status/1533205838755684354
4349,Dale Flower,@BoycottsBat,2022-04-24T22:23:55.000Z,"Dale Flower
@BoycottsBat
·
Apr 25",-1,> having children by exaggerating climate change when did we delude ourselves into thinking we can influence natural and cyclical changes in climate when did elections stop being fought on the centre ground to say mature sensible nuanced centrist people are bewildered >   ,,1,2,16,,https://twitter.com/BoycottsBat/status/1518355081065910272
3407,Stoutx2,@PaulStout10,2022-04-02T20:02:53.000Z,"Stoutx2
@PaulStout10
·
Apr 2",-1,replying to   gee thought climate change started when planet earth was born it does not happen overnight but pollution is a real time issue ocean almost dead china india worst polluters while usa one of cleanest so exactly what are       really selling ,,17,10,57,,https://twitter.com/PaulStout10/status/1510347054639329280
6731,Jordan Peterson,@gwichinpeterson,2022-06-17T22:57:27.000Z,"Jordan Peterson
@gwichinpeterson
·
Jun 18",2,the vuntut gwitchin government and community of old crow hosted the yukon forum yesterday they visited the vgfn owned solar project and discussed mmiwgs+ climate change and renewable energy ,,1,8,27,['https://pbs.twimg.com/media/FVfVagdVEAAuHF7?format=jpg&name=small'],https://twitter.com/gwichinpeterson/status/1537932462583517184
6340,jeff4_Democracy,@jeff4_Democracy,2022-06-08T23:10:41.000Z,"jeff4_Democracy
@jeff4_Democracy
·
Jun 9",1,thank a republican for denying climate change and always being on the wrong side of conservative policy quote tweet bbc science news   · jun  microplastics found in fresh antarctic snow    ,,1,4,6,['https://pbs.twimg.com/profile_images/1278363789474349056/9nb06sun_normal.jpg'],https://twitter.com/jeff4_Democracy/status/1534674304721424387
1041,Rosario Sánchez,@PhDRosarioSF,2022-02-10T21:06:27.000Z,"Rosario Sánchez
@PhDRosarioSF
·
Feb 10",2,"""climate change and variability are now straining exisiting institutional capacity and water supplies however the biggest challenges for border water management originates from the social and economic transformations of the border region itself "" …  ",🌎 🍃,0,4,7,['https://pbs.twimg.com/media/FLQMynLXMAE0wnZ?format=jpg&name=small'],https://twitter.com/PhDRosarioSF/status/1491881270435065863
7788,Troy Decelis,@troydecelis,2022-07-09T22:23:24.000Z,"Troy Decelis
@troydecelis
·
Jul 10",1,climate change pollution and deforestation are pushing one million species towards extinction  report ipbes wild species extinction_n_cfaebfacce… huffpost com earth is on track to lose more than  wild mammal species un report says overexploitation climate change pollution and deforestation are pushing  million species towards extinction including % of the worlds wild tree species ,,4,6,6,['https://pbs.twimg.com/card_img/1545791576793706496/3nDHi5AO?format=jpg&name=small'],https://twitter.com/troydecelis/status/1545896426554531840
970,Media Research Center,@theMRC,2022-02-08T23:10:00.000Z,"Media Research Center
@theMRC
·
Feb 9",-1,the eco doom mongering time magazine virtue signaled that the u s needs to fight climate change if its serious about fighting inflation newsbusters org bunk times suggestion for u s inflation fight ‘tackle climate changethe eco doom mongering time magazine virtue signaled that the u s needs to fight climate change if its serious about fighting inflation really ,,1,5,11,['https://pbs.twimg.com/card_img/1547725737184018433/Z6Bs8Tdc?format=png&name=small'],https://twitter.com/theMRC/status/1491187586752200704
